file_id,text_preview,primary_profile_or_status,source_type,tsne_x,tsne_y,umap_x,umap_y,original_filename,score_stance,score_Comprehensive_Analyst,score_Historically_Focused,score_Technique_and_Style_Focused,score_Theory_and_Comparison_Focused,score_General_Descriptive_Profile,proportion_Comprehensive_Analyst,proportion_Historically_Focused,proportion_Technique_and_Style_Focused,proportion_Theory_and_Comparison_Focused,proportion_General_Descriptive_Profile,primary_profile_by_proportion
乔迅（Jonathan Hay）_清初中国的绘画与现代性\2.4_朝代转换之间的野逸.txt,"朝代转换之间的野逸：

“伴随清朝主体性（subjecthood）的强制性加诸其上，与此相应的可见记号也跟着出现——所有中国人都被命令穿着满族的服饰...更可怕的是必须薙掉前额的头发，留着一条猪尾巴似的辫子...”    
“石涛山水空间中曲折的政治意涵无论如何都比简单的种族分类标记复杂许多...《对菊图》...确实是将菊花（寒香）当作‘残存’的象征，即最后一代残存的明遗民...《清湘大涤子三十六...",,human,2.774689,3.268269,1.6951473,7.411724,,0.6178016066551208,0.0,0.2594625949859619,0.3197192408655788,0.32539031902949017,0.5427843152027438,0.0,0.17926654583645446,0.2208987540208896,0.2248169858325615,0.3750177143100945,General_Descriptive_Profile
乔迅（Jonathan Hay）_清初中国的绘画与现代性\2.5_模棱两可的士人.txt,"模棱两可的士人：

以《南山翠屏》为例：“画中右前方令人印象深刻的住宅群中，可以看到吴与桥与石涛正在亭台上谈天...画家头戴隐士的黑色盖头，与之相对的便是顶着官帽的吴与桥。”    
“完成这幅画的每个步骤（或看似如此）都显示了士绅的价值观，然而，探察其情境将可发现，那些士绅价值已被转化成截然不同的东西。溪南吴氏几个世纪以来都是徽州的商人世家大族...（石涛）小心翼翼地遮掩这个家族所积聚的商业财富...",,human,15.792045,-1.5585469,-5.1174173,6.0859194,,0.5261036157608032,0.6055682912850991,0.9189999202887218,0.48080791272953444,0.4400481979052226,0.6571083146740089,0.19518514780027324,0.2962095899858541,0.15497271713236463,0.14183515514840203,0.21179738993310604,Historically_Focused
乔迅（Jonathan Hay）_清初中国的绘画与现代性\2.6_文人生活的场景营造.txt,"文人生活的场景营造：

以《秋林人醉》为例：“石涛营造的是文人社交生活的一幕。” 画作描绘了石涛与友人（苏辟、萧差）及其他文人在扬州北郊宝城饮酒游乐的情景，将文人生活场景化。    
顾客网络：“石涛所依赖的两个不太相同却非绝然相异的顾客网络。第一个是由活跃于扬州、经营独占性盐业的徽商家族所撑起...（第二个是）在职或离职的官员。”“我们处理的是一个共享的论述，通过这样的论述，精英阶层中纷杂的分子...",,human,1.3000816,4.0577917,2.033939,7.479469,,0.8935732841491699,0.0,0.3618125915527344,0.263869823274367,0.0,0.7436728759203106,0.0,0.26422112215687454,0.1926963915481302,0.0,0.5430824862949952,General_Descriptive_Profile
乔迅（Jonathan Hay）_清初中国的绘画与现代性\3.1_感时论世的对话空间.txt,"“石涛基本上并非政治型画家，然其出身与经历却使之无所逃于政治。或许因为如此，当石涛在画作里直接注入其政治观察时，几乎都出自他的皇族身份或个人观点；只有少数几件存世作品例外地展现他对一般政治论述的关怀。”
“新王朝欲将此循环论述制度化，便于前朝的残迹上修纂断代史，借此将自己的政权合法化...政治记忆的掌控对国家而言至为关键...”
“满清入关后五十年，政治记忆愈加分歧...关于这些事件究竟该如何被记...",,human,5.4566617,-5.569702,0.33033302,6.904236,,0.4154008626937866,0.0,0.5956939061482747,0.07790431324392556,0.23602779706319174,0.41484322072938085,0.0,0.44976046964628075,0.05881926967931333,0.17820557128595974,0.31321468938844615,Historically_Focused
乔迅（Jonathan Hay）_清初中国的绘画与现代性\3.2_费氏先莹.txt,"“历史的私有化遂成就了石涛最著名的实景画《费氏先莹图》（图31）。费密（1625—1701）是扬州最杰出的知识分子之一...此画原由费密委制...”
石涛跋文：“此图先生生前乞予为先莹图，孝子之用心也...三数月后而先生之讣闻于我矣。令子（费锡璜）匍伏携草稿请速成之，以副先君子之志...”
石涛诗：“故家生世旧成都，丘墓新繁万里余。豆俎淹留徒往事，兵戈阻绝走鸿儒...”
“画面上却不见任何人物或鸟...",,human,9.845134,-2.7565784,-3.02151,6.0927434,,0.2732125520706177,0.20078882575035095,0.518413308593962,0.34839815678549746,0.0,0.3378386726194525,0.1428655608171773,0.36886220032707834,0.2478927692854639,0.0,0.2403794695702805,Historically_Focused
乔迅（Jonathan Hay）_清初中国的绘画与现代性\3.3_黄又的游旅.txt,"“江都黄燕思又，有砚癖，自号砚旅。好游...尤好钞忠烈遗事...”
“黄又对历史的兴趣无疑解释了他对明宗室画家八大与石涛的兴趣。”
“当黄又欲以图画记其远游时，自然便想起本身也是萍踪四处的石涛。”
《黄砚旅度岭图》（图33）：“此处的岭指的是位于江西与广东边界的庾岭，乃通往南方的隘口之一...山水的安排上，其风格与质量皆指向石涛...人物与马匹，则流露出专业肖像画家的笔致...”
乔寅跋文揭示黄又...",,human,13.321839,0.49377936,-4.474221,6.629652,,0.2711260020732879,0.4517934551605811,0.5698085526625316,0.37103755614336803,0.44954673449198407,0.4315914523708111,0.19869728032821424,0.25059993328491104,0.1631811007069824,0.19770917994427054,0.18981250573562175,Historically_Focused
乔迅（Jonathan Hay）_清初中国的绘画与现代性\3.4_1705年的洪水.txt,"1705年背景：“夏初之际城里却款待了第五次南巡的康熙皇帝...地方商贾与官吏花费大笔金额，修筑皇帝途经扬州时的行宫...皇太子在扬州的荒淫之行...夏末时，江苏北部区域又惨遭严重的洪灾...”
“由于天灾往往被视为上天的吉凶预兆，有些人便将洪水与南巡事件相联系。当洪水于1705年秋天消退时，石涛便作《淮扬洁秋图》以记其事，并在画上题诗中对王朝命运作了一番思考。”（图41）
题诗节选：“天爱生民民...",,human,-10.818511,2.9678364,6.8363214,8.279767,,0.2633768320083618,0.0,0.0,0.0,0.0,0.06669225412256578,0.0,0.0,0.0,0.0,1.0,General_Descriptive_Profile
乔迅（Jonathan Hay）_清初中国的绘画与现代性\4.1_追溯石涛早年至1692年的人生历程.txt,"“石涛在四十五岁那年（1686）辞别南方友人，启程至北京...他在临走前作了一首诗《生平行》，诗里朝气昂扬，铺陈着自己的未来，也预设着自我的成功...”
“然六十岁（1701）那年春节，他又作了一组诗，与《生平行》适成强烈对比...回顾那不遇的、破碎的、却未尝一语道破的梦想，石涛都承认他一生的宿命是自己也参与写就的故事。”
“早期现代（early modern）的人们多将其（宿命）视为生命的潜在可...",,human,-13.4086485,2.1191046,8.347938,8.446188,,0.1681073755025863,0.0,0.0,0.0,0.0,0.010651397354462539,0.0,0.0,0.0,0.0,1.0,General_Descriptive_Profile
乔迅（Jonathan Hay）_清初中国的绘画与现代性\4.2_从清湘到宣城.txt,"“于1642年诞生于中国西南方桂林（或是全州）的靖江王府...其本名唤作朱若极...1645年，全家便遭屠杀...仍在襁褓的石涛则为家中仆人带出...藏身寺庙中...就以原济石涛的僧人身份度过他的童年及成年后大部分的时间。”
“到了十或十一岁（1651—1652...），他被带离此地...到达武昌。石涛与其保护者（原亮喝涛）在一处名称待考的寺庙避居七年。根据李磷所书的传记，石涛便是在武昌开始读书习...",,human,-11.781726,2.0952375,7.5006137,8.4163065,,0.2140120416879654,0.0,0.0,0.0,0.0,0.05727563178126904,0.0,0.0,0.0,0.0,1.0,General_Descriptive_Profile
乔迅（Jonathan Hay）_清初中国的绘画与现代性\4.3_从宣城到北京.txt,"“1678年夏天...他受邀到南京城南郊的西天寺...1680年，石涛正式脱离与广教寺的关系...转入位在南京城南墙外更为重要的长干寺（又名报恩寺）...他在那里享有属于自己的朴素禅堂‘一枝阁’。”
“1680—1682年间，他在‘一枝阁’过着刻苦严谨、与世隔绝的生活...‘淮水东流止，钟山当槛蹲。月明人静后，孤影历霜痕。’...位于南京城钟山的明孝陵埋葬着明朝开国君主朱元璋的尸骨，这皇室孤儿遂得...",,human,11.700126,-1.7473944,-3.9832766,5.508386,,0.2070237696170807,0.26292409747838974,0.7711697891354561,0.24736149887389997,0.0,0.3696001631252586,0.15924606394937066,0.46707682838611314,0.14982021597135237,0.0,0.22385689169316392,Historically_Focused
乔迅（Jonathan Hay）_清初中国的绘画与现代性\4.4_自传式的艺术形态.txt,"“石涛生在一个自传体裁才刚开始日趋普及与复杂的时代...石涛自传手法的广度与强度则使他成为这方面的代表人物。”
诗歌：“其一是记录某时感受的感怀诗，其二是标记生平重要事件且具有昭告天下之目的的应景诗...（前者）成为庞大的日记诗库...（后者）石涛只将它们用在原本的传记情境中...”
书法、名款、印章：“石涛总是以各种不同的书体与书法风格抄录这些诗作...石涛的落款与印章亦带有自传性色彩...反复...",,human,12.727673,-3.471708,-4.229772,5.0559773,,0.3980887830257416,0.3847163626989285,0.6166326039367251,0.442883839604317,0.0,0.5079992800941042,0.19706487020267838,0.3158602956345448,0.22686023998097973,0.0,0.260214594181797,Historically_Focused
乔迅（Jonathan Hay）_清初中国的绘画与现代性\5.1_扬州及邻近区域.txt,"石涛1692年南返，“在扬州静慧园老家结束这次南归之旅，但他应该随即便启程前赴喝涛尚在的南京...1692年冬季在南京的短暂居停...石涛的新取向可以通过他回到扬州静慧园后、作于1693年初的一组四首诗篇而加以探索...诗中云：‘淮水到门封大树，江云敛蜀忆王孙...飞来一片帝城霞，天上瓜星识苦瓜...寂寞空王不问家...看予掷笔破南华。’”诗中宣示了道教将在其人生规划中占有一席之地。
“绘画成为其...",,human,5.460218,-3.469467,-1.0970082,7.3877573,,0.2244690060615539,0.15602859109640121,0.4544649124145508,0.2095775084241348,0.0,0.3084963957684483,0.1382536745535616,0.40269186343004404,0.1857022513618336,0.0,0.2733522106545608,Historically_Focused
乔迅（Jonathan Hay）_清初中国的绘画与现代性\5.2_石涛与八大山人.txt,"“石涛最早提到八大，是在...1694年秋天给黄律的册页中...”
“石涛与八大的‘非直接’接触可能始于1696年春天后不久，某位...收藏家邀八大山人书写陶潜的《桃花源记》，然后再送到扬州请石涛补图...石涛在完成的画上未书纪年的题跋所见，他显然对这次接触兴奋万分，并热切地申明他们之间的特殊渊源：‘山人书与画，妙绝海内...千里同风，一堂快乐。’”
“自1696年开始，两位画家在程京萼的努力下更...",,human,3.3064144,-3.6408286,-0.86699015,8.010406,,0.1758104264736175,0.0,0.35449198881785077,0.16616236198255244,0.0,0.19370623616710858,0.0,0.4962367679363204,0.2326029249288767,0.0,0.2711603071348029,Historically_Focused
乔迅（Jonathan Hay）_清初中国的绘画与现代性\5.3_靖江后人.txt,名款与印章的转变：“他在迁入大涤堂以后，小心翼翼、步步为营地改变过去使用的名字...（约1697年）增添了一枚足以揭露旧印秘密的‘赞之十世孙阿长’...此印...确定石涛是明太祖兄长朱兴隆的后裔。” “最早公开自己的宗室名称‘朱若极’的实例出现在约1701年末至1702年初：早期似乎只用于极少数特定场合的签款‘极’和‘若极’。约莫同时（最早例子为1702年），他也开始使用一方硕大触目并较为常见的印...,,human,4.6925993,-2.9305053,-0.94670993,7.495693,,0.2026982903480529,0.0,0.4029478049940533,0.2804426998338278,0.0,0.30073407091285015,0.0,0.4094479651529507,0.2849666665653015,0.0,0.30558536828174776,Historically_Focused
乔迅（Jonathan Hay）_清初中国的绘画与现代性\5.4_宗室遗孤.txt,"“石涛在六十之年渴望身世的回归，确保生命在周期往复中完成为一个整体...揭开这段往事...就是接受了宗室遗孤的角色。石涛晚年在扬州的岁月，甚至在印鉴或署款中自称‘零丁老人’...可解释为‘像孤儿般被遗弃的老人’。”
“宗室遗孤是中国宫廷故事中一个重要的象征主题...石涛的‘遗孤’角色在他探索自己不为人知的过往，宗室遗孤换上不同的外表，成为孤独的幸存者、历史的见证人、命途多舛的受害者...”
故乡意...",,human,3.7874217,3.6559567,1.6613257,7.3629107,,0.7667769193649292,0.4566841481778866,0.2410313288370768,0.3188232913613319,0.44258485237757367,0.6705876699543587,0.21443476877376086,0.1131755885826772,0.14970258774150952,0.20781448373239064,0.31487257116966183,General_Descriptive_Profile
乔迅（Jonathan Hay）_清初中国的绘画与现代性\6.1_职业画僧.txt,"李磷《大涤子传》记石涛少年南游：“怀奇负气，遇不平事，辄为排解；得钱即散去，无所蓄。” 暗示早年可能已用诗书画才能谋生。
陈鼎记述石涛在武昌：“弱冠即工书法，善画、工诗。南越人得其片纸尺幅，宝若照乘。然不轻以与人，有道之士，勿求可致，儿（原文如此，应为‘富儿’）虽贿百镒，彼闭目掉头...” 表明其有选择地出售作品。
与徽州太守曹鼎望（1667年始）：“正逢太守划长啸...诗题索向日边篆...” 石...",,human,6.252191,-2.3705974,-0.85425586,6.7050767,,0.2201146930456161,0.0,0.5204178525341882,0.38029946448171836,0.0,0.35608957560464016,0.0,0.4140794067806819,0.3025918036531153,0.0,0.28332878956620283,Historically_Focused
乔迅（Jonathan Hay）_清初中国的绘画与现代性\6.2_清初的职业文人.txt,"“石涛的职业历程以17世纪晚期的读书人来说并非罕见...它从属于一个明亡以后文人大量进入职业绘画领域的宏观现象...”
“由于出任政府公职的正常管道遭受剥夺，1644年后文人将晚明的风潮推向高峰，转向书画...谢伯（Jerome Silbergeld）以‘职业化文人’（literati professional）称呼这群人...”
“他们（职业文人）有些从事新近发明、词意具有文化独占性的文人画形式...",,human,7.4492464,-0.69641405,-0.16911897,6.3208075,,0.4365317225456238,0.0,0.7097700759768486,0.2564874363296172,0.0,0.4224180370808285,0.0,0.5111129639245181,0.18469932479388976,0.0,0.304187711281592,Historically_Focused
乔迅（Jonathan Hay）_清初中国的绘画与现代性\6.3_画家与赞助人.txt,"张潮《幽梦影》对话：“文人每好鄙薄富人，然于诗文之佳者，又往往以金玉珠玑锦绣誉之，则又何也？...文人注定要出卖自己的文化技能，而这种技能的市场是以富人...为中心。”
赞助群体：“石涛在扬州的职业生涯深受这些群体（徽商、陕商、晋商、地方士绅、官员）影响...他的顾客大多为徽商家族...（也）在地方士绅之间培养出一批可观的爱好者...经营地方官员这片园地...他的顾客层面广泛延伸至官僚、徽商家族以...",,human,14.490152,-3.3647451,-4.7220798,5.0877275,,0.4791558086872101,0.5174241870805458,0.8440420031547546,0.44331135800948324,0.0,0.6270162430915602,0.2127746969845686,0.34708617406697473,0.18229808776914028,0.0,0.2578410411793164,Historically_Focused
乔迅（Jonathan Hay）_清初中国的绘画与现代性\6.4_生产策略.txt,"健康问题：“抱恙是他信札中不断出现的主题...疾病使他的工作中断，反而加重痊愈时的压力，导致其健康状况更坏。”
储备成品：“在手边常备一些适用于作为礼品的画，让不速之客从中挑选合意的作品...这些储备画作虽然无从稽考，但...有几个例子可以证实。”（如为张景节选册页后加题，图98；《唐人诗意册》末开仅落款）“石涛余暇间自娱之作”也可能成为储备（如《因病得闲作山水册》）。
速写风格：“发展出一种速写...",,human,12.444556,-2.4693294,-3.8851926,5.380284,,0.3147833347320556,0.3343229339672969,0.7532052372892697,0.3432140108124882,0.0,0.42809245054844147,0.17985620027776436,0.40520292879881015,0.18463934595902995,0.0,0.23030152496439565,Historically_Focused
乔迅（Jonathan Hay）_清初中国的绘画与现代性\6.5_弟子身兼赞助人.txt,"教学活动：“职业画家的另一项可观收入有时来自教学...（石涛）广收弟子，而且全是歙县人士。”（列举了程浚四子、吴基先、王觉士、洪正治等）
弟子兼赞助人：“有些弟子...同时也是他的主要赞助人，其余则巩固他与富家的联系...” （例：程浚家，程哲获赠画多于其弟程鸣，图106, 109；洪正治收藏石涛多幅作品，图130）。
与早期弟子联系：“与几位早期的弟子保持联络...首推北京的博尔都，在1692年...",,human,-13.162686,1.8539183,8.374526,8.461453,,0.170792281627655,0.0,0.0,0.0,0.0,0.012230753898620593,0.0,0.0,0.0,0.0,1.0,General_Descriptive_Profile
乔迅（Jonathan Hay）_清初中国的绘画与现代性\7.1_扬州绘画市场.txt,"“扬州绘画全貌较诸18世纪仍然相对模糊...城市对于职业文人所作文人画风的需求...在第六章初步列举的二十七位城中画家名单之中，已有概略的叙述。”
“与传统文人画仅一步之遥，存在一个既有人文特性并且要求工艺技巧的广大绘画市场...描绘古代文化名人的山水人物画十分普遍...当地画家萧晨被公认为这个画类的大师...”
“肖像画则依然自成一个蓬勃的市场...扬州17世纪末的文集给人们如此印象：任何一个具...",,human,6.386363,-1.0260574,0.044497434,6.4346075,,0.3709757030010223,0.0,0.539555225107405,0.36114710090207114,0.0,0.42050818074992635,0.0,0.40837945380164925,0.2733456168070252,0.0,0.3182749293913256,Historically_Focused
乔迅（Jonathan Hay）_清初中国的绘画与现代性\7.2_自况画.txt,"经济价值基础：“文人的自我是一个道德资本的储存库，通过行动、苦难或自律而逐渐累积，化约成绘画上的美感形式，并得到经济上的回报...野逸、遗民、奇士绘画在明亡之后的经济活力更甚于士大夫画...就石涛和其他相关画家的情况，道德品格与艺术家的‘奇’、‘异’是不可分割的。”
生平展示：“石涛对其生平事迹的公开展示已到了当时其他画家无可比拟的程度...他实际上把过去看待成现实的另一面，并为此创作不懈...（...",,human,11.088385,-2.8746157,-3.4305022,5.841107,,0.290984958410263,0.31057997006219584,0.5345910125308566,0.42660689203470353,0.0,0.4075919352571434,0.18493840262823494,0.31832834518294484,0.25402796306308634,0.0,0.24270528912573397,Historically_Focused
乔迅（Jonathan Hay）_清初中国的绘画与现代性\7.3_装饰画.txt,"屏风与连屏：“莫过于以他致江世栋信中所抱怨的屏风及连屏为起点...现存石涛晚期的连屏画...《写竹通景》，以纸本水墨描绘代表美德的图像：竹、石、兰、芭蕉等（见图95）...这类作品正如人们所料，一直是其产品中的主要商机。”
绢本山水：“石涛也对江世栋表明他厌恶作绢本画...石涛相对少数的现存绢本几乎都是大幅中堂山水...无论用北宗手法创作自己的绢本作品，或选择虚饰卖弄的南宗画风，抑或仍然自觉地混合...",,human,-5.1533747,4.1229463,4.449575,8.101487,,0.4849834442138672,0.0,0.0,0.0,0.0,0.28296412690853906,0.0,0.0,0.0,0.0,1.0,General_Descriptive_Profile
乔迅（Jonathan Hay）_清初中国的绘画与现代性\7.4_纪念画.txt,"肖像画：“在肖像画这个特定领域...石涛似乎情愿寻求专业肖像画家（...蒋恒）在写真上的帮助，而自己只限于背景部分。”例子包括为洪正治（图27）、黄又（图33）、吴与桥（图28）所作肖像。
宅邸或别号图：“纪念画的一种相关形式是描绘顾客的宅邸...石涛曾（隐喻地）再现了李骥与李彭年分别在扬州与南昌的书斋，及老友吴震伯的徽州家园...正如他描绘吴与桥位于徽州祖宅的例子中所见，山水和画主人的名号联系在...",,human,10.83447,-2.9097304,-3.4311423,5.857776,,0.3509101867675781,0.3014645203948021,0.517622345023685,0.32609568042498005,0.0,0.405960294836385,0.19434994153257537,0.3337038546345711,0.21022930440245932,0.0,0.26171689943039433,Historically_Focused
乔迅（Jonathan Hay）_清初中国的绘画与现代性\7.5_幻象与价值.txt,"石涛论价值与技巧：“画有至理，原非肤浅。小者愈小，大者愈大。……不使此理了然于心，了然于腕，终是结塞不畅，雕虫小技，欲角胜艺苑，真堪喷饭。欧阳公云：‘文章如精金美玉，市有定价，非以口舌贵贱也。’知言哉！”
幻觉技巧与市场：“他将幻象的技巧抽离作为名气的基础，从而间接建立起幻觉技巧（illusionism）和经济价值之间的关联...适用于扬州市场。这个可称之为‘炫耀式幻觉技巧’的不仅是李袁派山水的本...",,human,15.083329,-0.48445052,-5.037143,6.394497,,0.2555789947509765,0.5411601137001436,0.9211024989684422,0.48974401930383604,0.3359178304672241,0.4567912597866619,0.1971643581584453,0.33559122043477524,0.178431600525315,0.1223871119865021,0.16642570889496236,Historically_Focused
