file_id,persona_id,source_type,tsne_x,tsne_y
乔迅（Jonathan Hay）_清初中国的绘画与现代性\3.4_1705年的洪水.txt,human_expert,human,1.0441146,-11.971203
乔迅（Jonathan Hay）_清初中国的绘画与现代性\4.1_追溯石涛早年至1692年的人生历程.txt,human_expert,human,2.4091623,-12.9020605
乔迅（Jonathan Hay）_清初中国的绘画与现代性\4.2_从清湘到宣城.txt,human_expert,human,0.13676664,-10.071622
乔迅（Jonathan Hay）_清初中国的绘画与现代性\4.3_从宣城到北京.txt,human_expert,human,1.0844458,9.039719
乔迅（Jonathan Hay）_清初中国的绘画与现代性\4.4_自传式的艺术形态.txt,human_expert,human,-1.18,8.830108
乔迅（Jonathan Hay）_清初中国的绘画与现代性\5.1_扬州及邻近区域.txt,human_expert,human,-1.3901867,6.740362
乔迅（Jonathan Hay）_清初中国的绘画与现代性\5.2_石涛与八大山人.txt,human_expert,human,-1.2181132,-3.9452772
乔迅（Jonathan Hay）_清初中国的绘画与现代性\5.3_靖江后人.txt,human_expert,human,-1.8602035,7.4102306
乔迅（Jonathan Hay）_清初中国的绘画与现代性\5.4_宗室遗孤.txt,human_expert,human,7.8147826,8.77338
乔迅（Jonathan Hay）_清初中国的绘画与现代性\6.1_职业画僧.txt,human_expert,human,2.9961317,10.9291315
乔迅（Jonathan Hay）_清初中国的绘画与现代性\6.2_清初的职业文人.txt,human_expert,human,2.7962039,4.5295634
乔迅（Jonathan Hay）_清初中国的绘画与现代性\6.3_画家与赞助人.txt,human_expert,human,1.1976078,16.0955
乔迅（Jonathan Hay）_清初中国的绘画与现代性\6.4_生产策略.txt,human_expert,human,-1.6570065,7.9248047
乔迅（Jonathan Hay）_清初中国的绘画与现代性\6.5_弟子身兼赞助人.txt,human_expert,human,2.7889156,-12.433134
乔迅（Jonathan Hay）_清初中国的绘画与现代性\7.1_扬州绘画市场.txt,human_expert,human,1.9245721,6.9796576
乔迅（Jonathan Hay）_清初中国的绘画与现代性\7.2_自况画.txt,human_expert,human,-0.8319575,8.534789
乔迅（Jonathan Hay）_清初中国的绘画与现代性\7.3_装饰画.txt,human_expert,human,-2.0463665,-8.123619
乔迅（Jonathan Hay）_清初中国的绘画与现代性\7.4_纪念画.txt,human_expert,human,4.5209002,6.849725
乔迅（Jonathan Hay）_清初中国的绘画与现代性\7.5_幻象与价值.txt,human_expert,human,5.7791667,14.359249
乔迅（Jonathan Hay）_清初中国的绘画与现代性\8.1_清初画坛.txt,human_expert,human,0.6169753,-11.614842
乔迅（Jonathan Hay）_清初中国的绘画与现代性\8.2_经世致用的伦理观.txt,human_expert,human,3.0010946,-3.295827
乔迅（Jonathan Hay）_清初中国的绘画与现代性\8.3_石涛论技.txt,human_expert,human,5.9774456,8.425276
乔迅（Jonathan Hay）_清初中国的绘画与现代性\8.4_1703年为刘氏作山水大册.txt,human_expert,human,2.0299466,-1.3482838
乔迅（Jonathan Hay）_清初中国的绘画与现代性\9.1_禅师画家.txt,human_expert,human,0.417241,3.2525463
乔迅（Jonathan Hay）_清初中国的绘画与现代性\9.2_方士画家.txt,human_expert,human,4.3724875,7.1114497
乔迅（Jonathan Hay）_清初中国的绘画与现代性\9.3_一与至人.txt,human_expert,human,0.33637908,13.696083
乔迅（Jonathan Hay）_清初中国的绘画与现代性\9.4_自主的哲学.txt,human_expert,human,-2.3226764,4.4011607
列文森（Joseph Levenson）_从绘画所见明代与清初社会中的业余爱好理想\1_引言.txt,human_expert,human,-0.5232451,4.9982157
列文森（Joseph Levenson）_从绘画所见明代与清初社会中的业余爱好理想\2.1_明代的社会风格.txt,human_expert,human,1.5927851,-2.362364
列文森（Joseph Levenson）_从绘画所见明代与清初社会中的业余爱好理想\2.2_明代的绘画风格.txt,human_expert,human,0.58839744,1.617844
列文森（Joseph Levenson）_从绘画所见明代与清初社会中的业余爱好理想\3.1_绘画中的“南北宗”.txt,human_expert,human,0.6603094,-8.677122
列文森（Joseph Levenson）_从绘画所见明代与清初社会中的业余爱好理想\3.2_儒生对佛教美学的选择.txt,human_expert,human,-0.3227309,5.494232
列文森（Joseph Levenson）_从绘画所见明代与清初社会中的业余爱好理想\3.3_性灵的成规化.txt,human_expert,human,1.8900697,14.644089
列文森（Joseph Levenson）_从绘画所见明代与清初社会中的业余爱好理想\3.4_官与因循守旧的美学：从反面对这两者联系的一个肯定.txt,human_expert,human,-0.38783672,-0.09071838
列文森（Joseph Levenson）_从绘画所见明代与清初社会中的业余爱好理想\4.1_流派界限的模糊化.txt,human_expert,human,-0.16148046,4.7229486
列文森（Joseph Levenson）_从绘画所见明代与清初社会中的业余爱好理想\4.2_收藏家与鉴赏家.txt,human_expert,human,2.1887417,15.498607
列文森（Joseph Levenson）_从绘画所见明代与清初社会中的业余爱好理想\5.1_判断“衰落”的相对性.txt,human_expert,human,5.3172894,11.059679
列文森（Joseph Levenson）_从绘画所见明代与清初社会中的业余爱好理想\5.2_民族主义：文化变革与做官的职业化.txt,human_expert,human,3.6965244,15.085183
洪再辛_海外中国画研究文选（1950-1987）\导言.txt,human_expert,human,0.87750196,-6.4668107
聂崇正_清代宫廷绘画\1_清以前的宫廷绘画概述.txt,human_expert,human,2.1252482,-12.578558
聂崇正_清代宫廷绘画\2.1_绘画机构的设置.txt,human_expert,human,3.4512773,13.393613
聂崇正_清代宫廷绘画\2.2_画家的工作场所与称谓.txt,human_expert,human,3.6704938,15.962148
聂崇正_清代宫廷绘画\2.3_宫廷绘画的管理制度.txt,human_expert,human,3.9076076,16.952415
聂崇正_清代宫廷绘画\3.1_清代宫廷绘画的分期.txt,human_expert,human,3.7565944,16.622807
聂崇正_清代宫廷绘画\3.2.1_纪实绘画.txt,human_expert,human,1.102345,-11.173281
聂崇正_清代宫廷绘画\3.2.2_历史绘画.txt,human_expert,human,6.391798,12.4885435
聂崇正_清代宫廷绘画\3.2.3_装饰性绘画.txt,human_expert,human,1.0242965,0.9150759
聂崇正_清代宫廷绘画\3.2.4_宗教绘画.txt,human_expert,human,-4.096224,-7.4098225
聂崇正_清代宫廷绘画\3.2.5_油画和版画.txt,human_expert,human,-3.5674012,-1.8830637
聂崇正_清代宫廷绘画\4.1_“臣”字款的画.txt,human_expert,human,2.3166056,1.4016079
聂崇正_清代宫廷绘画\4.2_纪实绘画的重要价值.txt,human_expert,human,1.717673,4.2033916
聂崇正_清代宫廷绘画\4.3_描绘塞外风光的新题材.txt,human_expert,human,3.6170182,9.59116
聂崇正_清代宫廷绘画\4.4_中西合璧的新画风.txt,human_expert,human,2.0322769,14.469669
聂崇正_清代宫廷绘画\4.5_对清代宫廷绘画的整体评价与研究展望.txt,human_expert,human,2.1205854,2.3202105
苏利文（Sullivan）_山川悠远 中国山水画艺术\1_中国山水画的欣赏特质.txt,human_expert,human,0.8859533,-3.095219
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.1.1_中国早期艺术中韵律感的表现及其对山水画的基础作用.txt,human_expert,human,5.791432,7.958473
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.1.2_汉代绘画中山水作为故事背景的初步尝试和局限.txt,human_expert,human,3.9080188,8.839335
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.1.3_山水诗、山水画的兴起.txt,human_expert,human,4.6987424,10.260563
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.1.4_早期画家的贡献和作品特点.txt,human_expert,human,1.985537,5.9246755
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.1.5_敦煌壁画中山水元素的早期表现.txt,human_expert,human,-6.2208886,1.116037
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.2.1_唐代山水画发展的历史背景和社会文化环境.txt,human_expert,human,1.7221047,-12.124923
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.2.2_展子虔、李思训、李昭道等早期唐代山水画家的风格特点.txt,human_expert,human,-4.6372886,-7.0027685
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.2.3_王维作为文人山水画开山祖师的地位及其《辋川图》的影响.txt,human_expert,human,-1.7163745,6.859078
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.2.4_张璪“外师造化，中得心源”的创作理念和技法.txt,human_expert,human,0.30599636,11.414348
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.2.5_唐代山水画技法的发展，如线描、“没骨”、水墨渲染的结合.txt,human_expert,human,-4.2231283,-0.6427674
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.2.6_敦煌和日本正仓院所藏的唐代风格山水画.txt,human_expert,human,-1.1500908,-5.8104644
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.2.7_晚唐“逸品”画家的怪诞风格及其对传统的挑战.txt,human_expert,human,-0.29658094,6.9209065
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.3.1_五代，宋初山水画.txt,human_expert,human,-3.0692468,-6.44303
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.3.2_北方山水画大师.txt,human_expert,human,2.5104141,7.3505235
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.3.3_山水画的装饰趣味和空间处理.txt,human_expert,human,0.22794192,-12.720406
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.3.4_北宋现实主义.txt,human_expert,human,-5.723398,0.32670498
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.3.5_宋代现实主义兴起与衰退.txt,human_expert,human,3.334374,12.870847
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.3.6_南宋画院风格演变.txt,human_expert,human,7.3805494,7.751377
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.3.7_南宋文人画的兴起.txt,human_expert,human,-0.085679516,-0.1587807
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.3.8_禅宗绘画的特点.txt,human_expert,human,-6.5386834,-3.2555122
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.3.9_金代山水画对北宋风格的继承与变化.txt,human_expert,human,6.648274,8.673353
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.4.1_蒙古统治对汉族文人画家的影响.txt,human_expert,human,0.8421049,-2.8309429
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.4.2_元初画家钱选、赵孟頫的复古实践及其艺术主张.txt,human_expert,human,1.7406365,8.791584
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.4.3_元四家.txt,human_expert,human,0.21586165,-10.415095
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.4.4_元代文人画.txt,human_expert,human,-6.0233946,0.8414031
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.4.5_元代其他画派.txt,human_expert,human,-1.8525378,-9.403286
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.5.1_明代画家的风格选择.txt,human_expert,human,2.4446974,3.5414126
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.5.2_明代宫廷画家、职业画家和文人画家的追求.txt,human_expert,human,0.7431897,-2.2421415
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.5.3_吴门画派.txt,human_expert,human,-5.288303,-4.8816056
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.5.4_文徵明.txt,human_expert,human,1.5256798,3.175415
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.5.5_明代中期王阳明心学对文人思想和绘画观念的影响.txt,human_expert,human,2.0543847,3.2736442
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.5.6_晚明绘画.txt,human_expert,human,0.34362465,-4.571604
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.5.7_董其昌“南北宗论”.txt,human_expert,human,2.1792943,8.390064
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.6.1_清初“遗民”画家.txt,human_expert,human,5.499698,12.497492
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.6.2_清代宫廷绘画的特点.txt,human_expert,human,-0.5351393,-2.9870613
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.6.3_四王.txt,human_expert,human,2.1051567,13.523977
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.6.4_清初个性派大师“四僧”.txt,human_expert,human,0.8904687,7.4102836
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.6.5_“扬州八怪”.txt,human_expert,human,0.29198882,-8.023921
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.6.6_18世纪末至19世纪中国山水画.txt,human_expert,human,2.7366087,13.762923
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.7.1_20世纪初西方文化艺术对中国山水画的冲击和挑战.txt,human_expert,human,-2.5561814,6.3608136
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.7.2_传统派画家.txt,human_expert,human,0.7008543,11.497053
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.7.3_融合中西的画家.txt,human_expert,human,-3.149151,6.174536
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.7.4_抗日战争和内战对山水画发展方向的影响.txt,human_expert,human,-0.85992914,2.459075
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.7.5_海外发展的画家.txt,human_expert,human,1.9188308,9.798947
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.7.6_古为今用、洋为中用.txt,human_expert,human,2.1884375,12.172617
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.7.7_当代山水画.txt,human_expert,human,1.4242712,5.5308294
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.7.8_中国山水画在现代社会.txt,human_expert,human,3.086396,-4.1520104
薛永年_中国绘画断代史\1.1_雍乾时期宫廷绘画的兴盛.txt,human_expert,human,3.0950072,15.056831
薛永年_中国绘画断代史\1.2_《视学》及线法画与外籍宫廷画家.txt,human_expert,human,1.3663888,-3.7598748
薛永年_中国绘画断代史\1.3_重要的宫廷绘画作品.txt,human_expert,human,-4.0129075,-3.7746286
薛永年_中国绘画断代史\1.4_宫廷中的油画作品.txt,human_expert,human,-2.8231738,-7.869224
薛永年_中国绘画断代史\1.5_词臣画与宗室画.txt,human_expert,human,-2.2560604,-2.0305624
薛永年_中国绘画断代史\2.1.1_清代的壁画.txt,human_expert,human,4.9968715,7.6307073
薛永年_中国绘画断代史\2.1.2_清代的版画.txt,human_expert,human,2.201745,5.404186
薛永年_中国绘画断代史\2.1.3_清代的年画.txt,human_expert,human,2.97172,2.4566116
薛永年_中国绘画断代史\2.1.4_清代的铜版画与石印画报.txt,human_expert,human,4.1156125,3.616628
薛永年_中国绘画断代史\2.1_清代的壁画，版画，年画与石印画报.txt,human_expert,human,3.9202409,3.6818886
薛永年_中国美术史：清代卷\1.1.1_承继拓展期.txt,human_expert,human,1.2189838,-10.459318
薛永年_中国美术史：清代卷\1.1.2_繁荣多彩期.txt,human_expert,human,-0.035249364,-1.9425658
薛永年_中国美术史：清代卷\1.1.3_古今转型期.txt,human_expert,human,0.54425544,-1.4482903
薛永年_中国美术史：清代卷\1.2.1_繪畫機構與制度.txt,human_expert,human,4.8515778,5.985205
薛永年_中国美术史：清代卷\1.2.2_顺治、康熙间的宫廷绘画.txt,human_expert,human,4.3520036,11.949409
薛永年_中国美术史：清代卷\1.2.3_雍正、乾隆及其後的宫廷繪畫.txt,human_expert,human,1.660794,2.4157407
薛永年_中国美术史：清代卷\1.2.4_西学东渐与清代宫廷画.txt,human_expert,human,0.5040136,-1.2650661
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\1.1_宋以前绘画的考古发现.txt,human_expert,human,3.9649572,5.5003033
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\1.2_宋和宋以后绘画的鉴定.txt,human_expert,human,1.6607398,-10.67103
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\1.3_笔法鉴赏.txt,human_expert,human,1.4012969,-7.375842
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\1.4_艺术的个人风格、发展模式、变化幅度和画家性格.txt,human_expert,human,-0.7044975,-7.973028
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\2.1_关于风格与相关情景的流行理论.txt,human_expert,human,0.8657873,14.351774
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\2.2_宋以前的画论及其哲学背景.txt,human_expert,human,3.4550772,6.1519513
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\2.3_后期画论及其哲学背景.txt,human_expert,human,0.6936,13.480336
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\2.4_诗画关系.txt,human_expert,human,0.5878486,-5.665289
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\3.1_道释图像学.txt,human_expert,human,1.6635227,-5.832898
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\3.2_作为政治说教的宫廷画.txt,human_expert,human,-0.8542305,-5.9904757
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\3.3_文人画的政治性图像.txt,human_expert,human,-1.1998568,3.529492
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\3.4_传统文学题材图卷.txt,human_expert,human,-0.65963,-6.3001122
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\4.1_内容与相关情境之关系.txt,human_expert,human,-1.4808599,1.2164567
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\4.2_艺术赞助之研究的若干命题.txt,human_expert,human,2.7522678,-1.7302941
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\4.3_皇家赞助.txt,human_expert,human,2.6604762,-12.751122
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\4.4_赞助与文人.txt,human_expert,human,0.47950518,-4.148649
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\4.5_艺术地位与艺术：职业画家与业余画家.txt,human_expert,human,1.6887045,-8.616745
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\4.6_艺术中的妇女.txt,human_expert,human,2.2637322,-8.143449
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\4.7_欧洲绘画的影响.txt,human_expert,human,3.0337691,-0.38058874
贡布里希_西方人的眼光—评苏立文的《永恒的象征—中国山水画艺术\1_中国山水画的特点.txt,human_expert,human,4.2915287,-2.6276667
贡布里希_西方人的眼光—评苏立文的《永恒的象征—中国山水画艺术\2_中西方艺术批评在评价标准和表述方式上的差异.txt,human_expert,human,2.0929904,-5.40874
贡布里希_西方人的眼光—评苏立文的《永恒的象征—中国山水画艺术\3_质疑.txt,human_expert,human,2.2030134,-6.519378
贡布里希_西方人的眼光—评苏立文的《永恒的象征—中国山水画艺术\4_对苏立文著作的肯定及商榷.txt,human_expert,human,-3.1122777,2.9733202
高居翰（James Cahill）_明清绘画中作为思想观念的风格\1_开篇.txt,human_expert,human,-0.496786,1.0517056
高居翰（James Cahill）_明清绘画中作为思想观念的风格\2.1_儒生对佛教美学的选择.txt,human_expert,human,1.7056267,3.8671293
高居翰（James Cahill）_明清绘画中作为思想观念的风格\2.2_仿的问题.txt,human_expert,human,1.8242853,-11.563966
高居翰（James Cahill）_明清绘画中作为思想观念的风格\3.1_没有绘画的绘画研究.txt,human_expert,human,4.7736907,1.9461967
高居翰（James Cahill）_明清绘画中作为思想观念的风格\4.1_绘画在历史中的位置.txt,human_expert,human,3.5640082,14.598888
正月(Basic).txt,gemini_baseline,mllm,2.603807,-11.977985
正月(Basic).txt,gemini_baseline,mllm,-8.332081,-8.417364
正月(Basic).txt,gemini_baseline,mllm,-13.368479,-5.15903
正月(Basic).txt,gemini_baseline,mllm,-3.1230087,-10.449282
正月(Basic).txt,gemini_baseline,mllm,0.40020287,-14.480053
正月(Basic).txt,gemini_baseline,mllm,-5.9591546,-11.045426
正月(Basic).txt,gemini_baseline,mllm,4.07982,-9.204667
正月(with_Brother_Thomas).txt,gemini_baseline,mllm,-1.289562,-11.048896
正月(with_Brother_Thomas).txt,gemini_baseline,mllm,-6.647649,-4.3847337
正月(with_Brother_Thomas).txt,gemini_baseline,mllm,-1.7877871,-12.894523
正月(with_Brother_Thomas).txt,gemini_baseline,mllm,-0.9525198,-1.8458294
正月(with_Dr_Aris_Thorne).txt,gemini_baseline,mllm,-9.267224,-7.3548803
正月(with_Dr_Aris_Thorne).txt,gemini_baseline,mllm,-13.41536,-3.7143452
正月(with_Dr_Aris_Thorne).txt,gemini_baseline,mllm,-4.3307657,-8.736908
正月(with_Dr_Aris_Thorne).txt,gemini_baseline,mllm,-6.322176,-9.88404
正月(with_Dr_Aris_Thorne).txt,gemini_baseline,mllm,2.0526423,-9.5727415
正月(with_Guo_Xi).txt,gemini_baseline,mllm,-7.23357,-4.2544417
正月(with_Guo_Xi).txt,gemini_baseline,mllm,-13.200289,-5.335196
正月(with_Guo_Xi).txt,gemini_baseline,mllm,-3.6615078,-11.203882
正月(with_Guo_Xi).txt,gemini_baseline,mllm,-4.7175627,-8.187574
正月(with_Guo_Xi).txt,gemini_baseline,mllm,-5.9968734,-10.292826
正月(with_Guo_Xi).txt,gemini_baseline,mllm,-7.914535,-4.2020864
正月(with_John_Ruskin).txt,gemini_baseline,mllm,-2.347132,-10.394765
正月(with_John_Ruskin).txt,gemini_baseline,mllm,-8.7305765,-4.7542453
正月(with_John_Ruskin).txt,gemini_baseline,mllm,-12.281603,-4.223351
正月(with_John_Ruskin).txt,gemini_baseline,mllm,-4.263957,-9.532981
正月(with_John_Ruskin).txt,gemini_baseline,mllm,-3.2699358,-5.819497
正月(with_John_Ruskin).txt,gemini_baseline,mllm,-6.3186774,-10.599493
正月(with_John_Ruskin).txt,gemini_baseline,mllm,3.3794222,1.0182276
正月(with_Mama_Zola).txt,gemini_baseline,mllm,-6.2960205,-7.814226
正月(with_Mama_Zola).txt,gemini_baseline,mllm,-0.9431987,-11.048797
正月(with_Mama_Zola).txt,gemini_baseline,mllm,-9.543699,-7.964442
正月(with_Mama_Zola).txt,gemini_baseline,mllm,-5.0743737,-1.836407
正月(with_Mama_Zola).txt,gemini_baseline,mllm,-4.342966,-6.2322917
正月(with_Mama_Zola).txt,gemini_baseline,mllm,-5.966159,-8.893112
正月(with_Mama_Zola).txt,gemini_baseline,mllm,-2.3851533,-4.623662
正月(with_Okakura_Kakuzo).txt,gemini_baseline,mllm,-1.5133802,-11.657426
正月(with_Okakura_Kakuzo).txt,gemini_baseline,mllm,-9.2538395,-6.2812405
正月(with_Okakura_Kakuzo).txt,gemini_baseline,mllm,-12.48871,-4.3379354
正月(with_Okakura_Kakuzo).txt,gemini_baseline,mllm,-4.2066426,-1.5702614
正月(with_Okakura_Kakuzo).txt,gemini_baseline,mllm,-4.5007925,-6.329733
正月(with_Okakura_Kakuzo).txt,gemini_baseline,mllm,-6.250763,-9.718248
正月(with_Okakura_Kakuzo).txt,gemini_baseline,mllm,4.260467,-7.0525675
正月(with_Professor_Elena_Petrova).txt,gemini_baseline,mllm,1.4224569,-13.316489
正月(with_Professor_Elena_Petrova).txt,gemini_baseline,mllm,-9.047688,-5.5933332
正月(with_Professor_Elena_Petrova).txt,gemini_baseline,mllm,-13.524552,-3.85174
正月(with_Professor_Elena_Petrova).txt,gemini_baseline,mllm,-3.8653786,-9.153409
正月(with_Professor_Elena_Petrova).txt,gemini_baseline,mllm,-5.2446294,-6.732916
正月(with_Professor_Elena_Petrova).txt,gemini_baseline,mllm,-8.02502,-3.7019825
正月(with_Professor_Elena_Petrova).txt,gemini_baseline,mllm,1.5629661,-0.08265127
正月(with_Su_Shi).txt,gemini_baseline,mllm,-1.9446434,-10.51764
正月(with_Su_Shi).txt,gemini_baseline,mllm,-9.377107,-7.1313744
正月(with_Su_Shi).txt,gemini_baseline,mllm,-13.108653,-3.771953
正月(with_Su_Shi).txt,gemini_baseline,mllm,-9.719514,-7.9774804
正月(with_Su_Shi).txt,gemini_baseline,mllm,-6.7777205,-11.305953
正月(with_Su_Shi).txt,gemini_baseline,mllm,-11.221473,-3.8466394
