file_id,persona_id,source_type,umap_x,umap_y
乔迅（Jonathan Hay）_清初中国的绘画与现代性\4.2_从清湘到宣城.txt,human_expert,human,-2.678426,15.391848
乔迅（Jonathan Hay）_清初中国的绘画与现代性\4.3_从宣城到北京.txt,human_expert,human,0.028581114,10.14711
乔迅（Jonathan Hay）_清初中国的绘画与现代性\4.4_自传式的艺术形态.txt,human_expert,human,-0.66525173,10.738995
乔迅（Jonathan Hay）_清初中国的绘画与现代性\5.1_扬州及邻近区域.txt,human_expert,human,-0.22338353,11.318808
乔迅（Jonathan Hay）_清初中国的绘画与现代性\5.2_石涛与八大山人.txt,human_expert,human,-1.9513621,13.48113
乔迅（Jonathan Hay）_清初中国的绘画与现代性\5.3_靖江后人.txt,human_expert,human,-0.49874446,10.976352
乔迅（Jonathan Hay）_清初中国的绘画与现代性\5.4_宗室遗孤.txt,human_expert,human,0.20452209,9.856964
乔迅（Jonathan Hay）_清初中国的绘画与现代性\6.1_职业画僧.txt,human_expert,human,-0.9755804,10.205812
乔迅（Jonathan Hay）_清初中国的绘画与现代性\6.2_清初的职业文人.txt,human_expert,human,-0.34446466,11.678981
乔迅（Jonathan Hay）_清初中国的绘画与现代性\6.3_画家与赞助人.txt,human_expert,human,-0.69441587,8.572042
乔迅（Jonathan Hay）_清初中国的绘画与现代性\6.4_生产策略.txt,human_expert,human,-0.50382763,10.693788
乔迅（Jonathan Hay）_清初中国的绘画与现代性\6.5_弟子身兼赞助人.txt,human_expert,human,-3.689554,16.316883
乔迅（Jonathan Hay）_清初中国的绘画与现代性\7.1_扬州绘画市场.txt,human_expert,human,0.2628947,11.356239
乔迅（Jonathan Hay）_清初中国的绘画与现代性\7.2_自况画.txt,human_expert,human,-0.50539297,10.700311
乔迅（Jonathan Hay）_清初中国的绘画与现代性\7.3_装饰画.txt,human_expert,human,-1.9636992,14.908697
乔迅（Jonathan Hay）_清初中国的绘画与现代性\7.4_纪念画.txt,human_expert,human,0.64311004,10.629022
乔迅（Jonathan Hay）_清初中国的绘画与现代性\7.5_幻象与价值.txt,human_expert,human,-0.896139,8.820585
乔迅（Jonathan Hay）_清初中国的绘画与现代性\8.1_清初画坛.txt,human_expert,human,-3.1960566,15.723545
乔迅（Jonathan Hay）_清初中国的绘画与现代性\8.2_经世致用的伦理观.txt,human_expert,human,-2.1316183,13.257344
乔迅（Jonathan Hay）_清初中国的绘画与现代性\8.3_石涛论技.txt,human_expert,human,0.23193868,9.842466
乔迅（Jonathan Hay）_清初中国的绘画与现代性\8.4_1703年为刘氏作山水大册.txt,human_expert,human,-1.6246889,12.848149
乔迅（Jonathan Hay）_清初中国的绘画与现代性\9.1_禅师画家.txt,human_expert,human,-0.41325912,12.147766
乔迅（Jonathan Hay）_清初中国的绘画与现代性\9.2_方士画家.txt,human_expert,human,0.73665714,10.671862
乔迅（Jonathan Hay）_清初中国的绘画与现代性\9.3_一与至人.txt,human_expert,human,-0.47068167,8.376549
乔迅（Jonathan Hay）_清初中国的绘画与现代性\9.4_自主的哲学.txt,human_expert,human,-0.5266924,11.3733835
列文森（Joseph Levenson）_从绘画所见明代与清初社会中的业余爱好理想\1_引言.txt,human_expert,human,-1.1984553,11.09647
列文森（Joseph Levenson）_从绘画所见明代与清初社会中的业余爱好理想\2.1_明代的社会风格.txt,human_expert,human,-1.9045881,12.762051
列文森（Joseph Levenson）_从绘画所见明代与清初社会中的业余爱好理想\2.2_明代的绘画风格.txt,human_expert,human,-1.2243499,12.135913
列文森（Joseph Levenson）_从绘画所见明代与清初社会中的业余爱好理想\3.1_绘画中的“南北宗”.txt,human_expert,human,-2.822998,14.47592
列文森（Joseph Levenson）_从绘画所见明代与清初社会中的业余爱好理想\3.2_儒生对佛教美学的选择.txt,human_expert,human,-1.2365706,10.720758
列文森（Joseph Levenson）_从绘画所见明代与清初社会中的业余爱好理想\3.3_性灵的成规化.txt,human_expert,human,-0.74493605,8.392551
列文森（Joseph Levenson）_从绘画所见明代与清初社会中的业余爱好理想\3.4_官与因循守旧的美学：从反面对这两者联系的一个肯定.txt,human_expert,human,-1.7405322,12.4537525
列文森（Joseph Levenson）_从绘画所见明代与清初社会中的业余爱好理想\4.1_流派界限的模糊化.txt,human_expert,human,-1.3718616,11.309664
列文森（Joseph Levenson）_从绘画所见明代与清初社会中的业余爱好理想\4.2_收藏家与鉴赏家.txt,human_expert,human,-0.9987576,8.1304245
列文森（Joseph Levenson）_从绘画所见明代与清初社会中的业余爱好理想\5.1_判断“衰落”的相对性.txt,human_expert,human,-0.5878127,9.601738
列文森（Joseph Levenson）_从绘画所见明代与清初社会中的业余爱好理想\5.2_民族主义：文化变革与做官的职业化.txt,human_expert,human,-1.3905944,8.384568
洪再辛_海外中国画研究文选（1950-1987）\导言.txt,human_expert,human,-2.2782686,13.925655
聂崇正_清代宫廷绘画\1_清以前的宫廷绘画概述.txt,human_expert,human,-3.6079688,16.21372
聂崇正_清代宫廷绘画\2.1_绘画机构的设置.txt,human_expert,human,-0.82533205,8.912302
聂崇正_清代宫廷绘画\2.2_画家的工作场所与称谓.txt,human_expert,human,-1.4006511,8.174833
聂崇正_清代宫廷绘画\2.3_宫廷绘画的管理制度.txt,human_expert,human,-1.2933633,8.020338
聂崇正_清代宫廷绘画\3.1_清代宫廷绘画的分期.txt,human_expert,human,-1.4101752,8.046423
聂崇正_清代宫廷绘画\3.2.1_纪实绘画.txt,human_expert,human,-3.3181887,15.510972
聂崇正_清代宫廷绘画\3.2.2_历史绘画.txt,human_expert,human,-0.7904297,9.453873
聂崇正_清代宫廷绘画\3.2.3_装饰性绘画.txt,human_expert,human,-0.7921953,12.573821
聂崇正_清代宫廷绘画\3.2.4_宗教绘画.txt,human_expert,human,-1.2541623,15.118959
聂崇正_清代宫廷绘画\3.2.5_油画和版画.txt,human_expert,human,-0.6922388,13.641071
聂崇正_清代宫廷绘画\4.1_“臣”字款的画.txt,human_expert,human,-1.2091309,12.120119
聂崇正_清代宫廷绘画\4.2_纪实绘画的重要价值.txt,human_expert,human,-0.46712,11.826525
聂崇正_清代宫廷绘画\4.3_描绘塞外风光的新题材.txt,human_expert,human,-0.003325352,9.771172
聂崇正_清代宫廷绘画\4.4_中西合璧的新画风.txt,human_expert,human,-0.73126835,8.382598
聂崇正_清代宫廷绘画\4.5_对清代宫廷绘画的整体评价与研究展望.txt,human_expert,human,-0.93951225,11.82063
苏利文（Sullivan）_山川悠远 中国山水画艺术\1_中国山水画的欣赏特质.txt,human_expert,human,-2.0811844,13.104657
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.1.1_中国早期艺术中韵律感的表现及其对山水画的基础作用.txt,human_expert,human,0.6067913,10.148902
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.1.2_汉代绘画中山水作为故事背景的初步尝试和局限.txt,human_expert,human,-0.15163589,10.33006
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.1.3_山水诗、山水画的兴起.txt,human_expert,human,-0.46751633,10.019889
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.1.4_早期画家的贡献和作品特点.txt,human_expert,human,0.2118218,11.477069
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.1.5_敦煌壁画中山水元素的早期表现.txt,human_expert,human,0.051047157,13.475946
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.2.1_唐代山水画发展的历史背景和社会文化环境.txt,human_expert,human,-3.497708,16.07436
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.2.2_展子虔、李思训、李昭道等早期唐代山水画家的风格特点.txt,human_expert,human,-0.9764666,14.92152
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.2.3_王维作为文人山水画开山祖师的地位及其《辋川图》的影响.txt,human_expert,human,-0.37798998,11.087526
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.2.4_张璪“外师造化，中得心源”的创作理念和技法.txt,human_expert,human,-0.14260596,9.034279
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.2.5_唐代山水画技法的发展，如线描、“没骨”、水墨渲染的结合.txt,human_expert,human,-0.51017964,13.712665
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.2.6_敦煌和日本正仓院所藏的唐代风格山水画.txt,human_expert,human,-2.1968112,14.315739
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.2.7_晚唐“逸品”画家的怪诞风格及其对传统的挑战.txt,human_expert,human,-0.7573711,10.586267
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.3.1_五代，宋初山水画.txt,human_expert,human,-1.4483858,14.766178
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.3.2_北方山水画大师.txt,human_expert,human,0.42086616,11.067059
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.3.3_山水画的装饰趣味和空间处理.txt,human_expert,human,-3.137868,15.864238
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.3.4_北宋现实主义.txt,human_expert,human,-0.18283507,13.737347
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.3.5_宋代现实主义兴起与衰退.txt,human_expert,human,-1.0692569,9.370713
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.3.6_南宋画院风格演变.txt,human_expert,human,0.34520334,9.807314
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.3.7_南宋文人画的兴起.txt,human_expert,human,-1.882642,12.357406
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.3.8_禅宗绘画的特点.txt,human_expert,human,-0.30520046,14.414627
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.3.9_金代山水画对北宋风格的继承与变化.txt,human_expert,human,0.013765097,9.830473
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.4.1_蒙古统治对汉族文人画家的影响.txt,human_expert,human,-1.9059416,13.0079365
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.4.2_元初画家钱选、赵孟頫的复古实践及其艺术主张.txt,human_expert,human,0.39039,10.295667
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.4.3_元四家.txt,human_expert,human,-2.8648925,15.499723
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.4.4_元代文人画.txt,human_expert,human,0.07964068,13.618397
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.4.5_元代其他画派.txt,human_expert,human,-2.2725954,15.336611
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.5.1_明代画家的风格选择.txt,human_expert,human,-0.91097736,11.352731
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.5.2_明代宫廷画家、职业画家和文人画家的追求.txt,human_expert,human,-2.075855,12.76522
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.5.3_吴门画派.txt,human_expert,human,-0.82226753,14.662357
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.5.4_文徵明.txt,human_expert,human,-0.26537007,12.069503
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.5.5_明代中期王阳明心学对文人思想和绘画观念的影响.txt,human_expert,human,-0.81202406,11.484916
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.5.6_晚明绘画.txt,human_expert,human,-2.4833739,13.26596
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.5.7_董其昌“南北宗论”.txt,human_expert,human,0.33987263,10.730627
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.6.1_清初“遗民”画家.txt,human_expert,human,-0.6510017,9.359218
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.6.2_清代宫廷绘画的特点.txt,human_expert,human,-1.6839774,13.361854
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.6.3_四王.txt,human_expert,human,-0.7769567,8.766738
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.6.4_清初个性派大师“四僧”.txt,human_expert,human,0.8133616,10.961991
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.6.5_“扬州八怪”.txt,human_expert,human,-2.7775042,14.216958
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.6.6_18世纪末至19世纪中国山水画.txt,human_expert,human,-1.1133776,8.742581
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.7.1_20世纪初西方文化艺术对中国山水画的冲击和挑战.txt,human_expert,human,-0.6464295,11.019352
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.7.2_传统派画家.txt,human_expert,human,-0.21452543,8.985938
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.7.3_融合中西的画家.txt,human_expert,human,-0.7628116,10.953565
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.7.4_抗日战争和内战对山水画发展方向的影响.txt,human_expert,human,-1.6020815,11.85465
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.7.5_海外发展的画家.txt,human_expert,human,0.46178952,10.2646885
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.7.6_古为今用、洋为中用.txt,human_expert,human,-1.2357777,10.078031
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.7.7_当代山水画.txt,human_expert,human,0.4051925,11.731073
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.7.8_中国山水画在现代社会.txt,human_expert,human,-2.2724242,12.957751
薛永年_中国绘画断代史\1.1_雍乾时期宫廷绘画的兴盛.txt,human_expert,human,-1.1137283,8.306196
薛永年_中国绘画断代史\1.2_《视学》及线法画与外籍宫廷画家.txt,human_expert,human,-1.8098097,13.229965
薛永年_中国绘画断代史\1.3_重要的宫廷绘画作品.txt,human_expert,human,-0.99941236,14.351492
薛永年_中国绘画断代史\1.4_宫廷中的油画作品.txt,human_expert,human,-1.7436284,15.072765
薛永年_中国绘画断代史\1.5_词臣画与宗室画.txt,human_expert,human,-1.0410198,13.532647
薛永年_中国绘画断代史\2.1.1_清代的壁画.txt,human_expert,human,0.79931194,10.417349
薛永年_中国绘画断代史\2.1.2_清代的版画.txt,human_expert,human,0.25942406,11.682208
薛永年_中国绘画断代史\2.1.3_清代的年画.txt,human_expert,human,-1.0651408,11.717142
薛永年_中国绘画断代史\2.1.4_清代的铜版画与石印画报.txt,human_expert,human,-0.1688285,12.016536
薛永年_中国绘画断代史\2.1_清代的壁画，版画，年画与石印画报.txt,human_expert,human,-0.13584314,11.985828
薛永年_中国美术史：清代卷\1.1.1_承继拓展期.txt,human_expert,human,-3.113131,15.205315
薛永年_中国美术史：清代卷\1.1.2_繁荣多彩期.txt,human_expert,human,-1.619448,13.234187
薛永年_中国美术史：清代卷\1.1.3_古今转型期.txt,human_expert,human,-1.5549711,12.83175
薛永年_中国美术史：清代卷\1.2.1_繪畫機構與制度.txt,human_expert,human,0.1094935,10.641276
薛永年_中国美术史：清代卷\1.2.2_顺治、康熙间的宫廷绘画.txt,human_expert,human,-0.4627564,9.238602
薛永年_中国美术史：清代卷\1.2.3_雍正、乾隆及其後的宫廷繪畫.txt,human_expert,human,-0.75274295,12.076082
薛永年_中国美术史：清代卷\1.2.4_西学东渐与清代宫廷画.txt,human_expert,human,-1.2545009,12.901333
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\1.1_宋以前绘画的考古发现.txt,human_expert,human,0.005140417,11.005762
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\1.2_宋和宋以后绘画的鉴定.txt,human_expert,human,-3.127166,15.383037
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\1.3_笔法鉴赏.txt,human_expert,human,-2.8517072,14.835597
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\1.4_艺术的个人风格、发展模式、变化幅度和画家性格.txt,human_expert,human,-2.6204212,14.817359
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\2.1_关于风格与相关情景的流行理论.txt,human_expert,human,-0.6172703,8.157616
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\2.2_宋以前的画论及其哲学背景.txt,human_expert,human,0.39874575,11.14085
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\2.3_后期画论及其哲学背景.txt,human_expert,human,-0.3935681,8.404901
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\2.4_诗画关系.txt,human_expert,human,-2.4617667,13.8067045
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\3.1_道释图像学.txt,human_expert,human,-2.7745163,13.938646
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\3.2_作为政治说教的宫廷画.txt,human_expert,human,-2.0899746,14.1972885
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\3.3_文人画的政治性图像.txt,human_expert,human,-1.5998319,11.57327
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\3.4_传统文学题材图卷.txt,human_expert,human,-2.31255,14.354699
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\4.1_内容与相关情境之关系.txt,human_expert,human,-1.8857434,12.053562
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\4.2_艺术赞助之研究的若干命题.txt,human_expert,human,-1.6545877,12.668607
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\4.3_皇家赞助.txt,human_expert,human,-3.5910385,16.302097
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\4.4_赞助与文人.txt,human_expert,human,-2.4014704,13.375725
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\4.5_艺术地位与艺术：职业画家与业余画家.txt,human_expert,human,-2.958268,14.455311
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\4.6_艺术中的妇女.txt,human_expert,human,-2.736977,14.365208
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\4.7_欧洲绘画的影响.txt,human_expert,human,-1.3642031,12.552816
贡布里希_西方人的眼光—评苏立文的《永恒的象征—中国山水画艺术\1_中国山水画的特点.txt,human_expert,human,-2.1770096,12.817744
贡布里希_西方人的眼光—评苏立文的《永恒的象征—中国山水画艺术\2_中西方艺术批评在评价标准和表述方式上的差异.txt,human_expert,human,-2.8518476,13.781059
贡布里希_西方人的眼光—评苏立文的《永恒的象征—中国山水画艺术\3_质疑.txt,human_expert,human,-2.9462678,14.008842
贡布里希_西方人的眼光—评苏立文的《永恒的象征—中国山水画艺术\4_对苏立文著作的肯定及商榷.txt,human_expert,human,0.33868185,11.857144
高居翰（James Cahill）_明清绘画中作为思想观念的风格\1_开篇.txt,human_expert,human,-1.8502436,12.058031
高居翰（James Cahill）_明清绘画中作为思想观念的风格\2.1_儒生对佛教美学的选择.txt,human_expert,human,-0.6000692,11.837525
高居翰（James Cahill）_明清绘画中作为思想观念的风格\2.2_仿的问题.txt,human_expert,human,-3.5118787,15.827176
高居翰（James Cahill）_明清绘画中作为思想观念的风格\3.1_没有绘画的绘画研究.txt,human_expert,human,-1.0742477,11.394587
高居翰（James Cahill）_明清绘画中作为思想观念的风格\4.1_绘画在历史中的位置.txt,human_expert,human,-1.2938787,8.541151
正月(Basic).txt,gemini_baseline,mllm,-3.63678,16.291302
正月(Basic).txt,gemini_baseline,mllm,-0.43739337,15.614062
正月(Basic).txt,gemini_baseline,mllm,0.5441689,16.299368
正月(Basic).txt,gemini_baseline,mllm,-1.99046,15.728454
正月(Basic).txt,gemini_baseline,mllm,-3.3408175,15.470555
正月(Basic).txt,gemini_baseline,mllm,-1.041944,15.911661
正月(Basic).txt,gemini_baseline,mllm,-3.0061846,15.028019
正月(with_Brother_Thomas).txt,gemini_baseline,mllm,-2.3439064,15.735376
正月(with_Brother_Thomas).txt,gemini_baseline,mllm,-0.33375138,14.709088
正月(with_Brother_Thomas).txt,gemini_baseline,mllm,-2.619039,15.784753
正月(with_Brother_Thomas).txt,gemini_baseline,mllm,-1.4467727,13.198146
正月(with_Dr_Aris_Thorne).txt,gemini_baseline,mllm,-0.09487742,15.489542
正月(with_Dr_Aris_Thorne).txt,gemini_baseline,mllm,0.6062371,16.384243
正月(with_Dr_Aris_Thorne).txt,gemini_baseline,mllm,-1.3515562,15.582567
正月(with_Dr_Aris_Thorne).txt,gemini_baseline,mllm,-0.90431327,16.058363
正月(with_Dr_Aris_Thorne).txt,gemini_baseline,mllm,-2.8544676,15.173942
正月(with_Guo_Xi).txt,gemini_baseline,mllm,-0.29777846,14.778733
正月(with_Guo_Xi).txt,gemini_baseline,mllm,0.49627638,16.28599
正月(with_Guo_Xi).txt,gemini_baseline,mllm,-1.8799696,15.665877
正月(with_Guo_Xi).txt,gemini_baseline,mllm,-1.0581856,15.409151
正月(with_Guo_Xi).txt,gemini_baseline,mllm,-1.0578026,15.869457
正月(with_Guo_Xi).txt,gemini_baseline,mllm,0.035756458,14.725737
正月(with_John_Ruskin).txt,gemini_baseline,mllm,-2.0391884,15.707093
正月(with_John_Ruskin).txt,gemini_baseline,mllm,0.13668427,14.729115
正月(with_John_Ruskin).txt,gemini_baseline,mllm,0.6772061,16.146242
正月(with_John_Ruskin).txt,gemini_baseline,mllm,-1.4201778,15.671294
正月(with_John_Ruskin).txt,gemini_baseline,mllm,-1.3022723,14.584372
正月(with_John_Ruskin).txt,gemini_baseline,mllm,-1.0192077,15.961112
正月(with_John_Ruskin).txt,gemini_baseline,mllm,-0.99454767,12.241143
正月(with_Mama_Zola).txt,gemini_baseline,mllm,-1.48375,15.325472
正月(with_Mama_Zola).txt,gemini_baseline,mllm,-2.4227455,15.736983
正月(with_Mama_Zola).txt,gemini_baseline,mllm,-0.16810024,15.551377
正月(with_Mama_Zola).txt,gemini_baseline,mllm,-0.5782254,13.650019
正月(with_Mama_Zola).txt,gemini_baseline,mllm,-1.1565315,14.964909
正月(with_Mama_Zola).txt,gemini_baseline,mllm,-1.5089767,15.854557
正月(with_Mama_Zola).txt,gemini_baseline,mllm,-1.4688911,14.226349
正月(with_Okakura_Kakuzo).txt,gemini_baseline,mllm,-2.4921958,15.814135
正月(with_Okakura_Kakuzo).txt,gemini_baseline,mllm,0.06794228,15.233661
正月(with_Okakura_Kakuzo).txt,gemini_baseline,mllm,0.54602355,16.235205
正月(with_Okakura_Kakuzo).txt,gemini_baseline,mllm,-0.47539243,13.575504
正月(with_Okakura_Kakuzo).txt,gemini_baseline,mllm,-1.0754629,14.874624
正月(with_Okakura_Kakuzo).txt,gemini_baseline,mllm,-1.0469365,15.830133
正月(with_Okakura_Kakuzo).txt,gemini_baseline,mllm,-2.1231987,13.847376
正月(with_Professor_Elena_Petrova).txt,gemini_baseline,mllm,-3.4951398,15.933645
正月(with_Professor_Elena_Petrova).txt,gemini_baseline,mllm,0.18403117,15.015469
正月(with_Professor_Elena_Petrova).txt,gemini_baseline,mllm,0.48833963,16.478418
正月(with_Professor_Elena_Petrova).txt,gemini_baseline,mllm,-1.2333839,15.450346
正月(with_Professor_Elena_Petrova).txt,gemini_baseline,mllm,-0.9576315,15.080916
正月(with_Professor_Elena_Petrova).txt,gemini_baseline,mllm,-0.041081123,14.531658
正月(with_Professor_Elena_Petrova).txt,gemini_baseline,mllm,-0.926067,13.071138
正月(with_Su_Shi).txt,gemini_baseline,mllm,-2.4455447,15.5610485
正月(with_Su_Shi).txt,gemini_baseline,mllm,-0.07000371,15.474514
正月(with_Su_Shi).txt,gemini_baseline,mllm,0.64894843,16.352732
正月(with_Su_Shi).txt,gemini_baseline,mllm,-0.12367789,15.561332
正月(with_Su_Shi).txt,gemini_baseline,mllm,-0.95230836,16.03524
正月(with_Su_Shi).txt,gemini_baseline,mllm,0.7732138,16.050472
